asin,brand,description,listPrice/currency,listPrice/value,price,price/currency,price/value,reviewsCount,stars,thumbnailImage,title,url
B09B27GN41,Safari,"Safari Snap is a 35 Litres, 3 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as office, college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips.",₹,3399,,₹,1099,571,3.8,https://m.media-amazon.com/images/I/31u0osIof2L._SX342_SY445_.jpg,"Safari Snap 35 Ltrs Large Laptop Backpack With 3 Compartments, Water Resistant Fabric - Blue (SNAP19CBBLU)",https://www.amazon.in/dp/B09B27GN41
B0993Q72WD,Wooum,Wooum Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Water Resisitance,₹,999,,₹,328,696,4,https://m.media-amazon.com/images/I/51IYoA1ErsS._SY395_SX395_.jpg,Wooum Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Water Resisitance,https://www.amazon.in/dp/B0993Q72WD
B0BJK7WWBR,SNDIA,,₹,1499,,₹,475,21,4.3,https://m.media-amazon.com/images/I/41tjPhk0hJL._SY300_SX300_.jpg,"SNDIA Set of 4 Multipurpose Transparent Travel Pouch Makeup Toiletry Kit Bag Makeup Bag Cosmetic Pouch for Women, Shaving Kit Toiletry Bag for Men (WPBG Lining Pouch, 22.5 x 12 x 10 cm)",https://www.amazon.in/dp/B0BJK7WWBR
B0C3RN6QSC,SPENZ BAGS,"At Spenz Bags, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment.",₹,4499,,₹,999,100,4.6,https://m.media-amazon.com/images/I/41ilWADyUiL._SX342_SY445_.jpg,"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",https://www.amazon.in/dp/B0C3RN6QSC
B0B5VMZVXZ,Brand: Shopiable,"Foldable Travel Duffel Bag Tote Carry on LuggageUnique design enables waterproof travel bag to be placed on the suitcase, durable with handles make you relaxed for transport.Unique design enables waterproof travel bag to be placed on the suitcase, durable with handles make you relaxed for transport.Travel bag, Tote bag save much space after folding, travel bag tote easily carry on your flight and travel after expansion.Travel bag, Tote bag save much space after folding, travel bag tote easily carry on your flight and travel after expansion.Easy to use travel bag, you can travel tote carry some clothes and essentials for weekended escapade.Easy to use travel bag, you can travel tote carry some clothes and essentials for weekended escapade.Its external storage pocket offers quick access to small items.Its external storage pocket offers quick access to small items.Double Zippers with smooth Reliable zippers, no need to worry any ripping or break during trips.Double Zippers with smooth Reliable zippers, no need to worry any ripping or break during trips.The bag could be foldable into its own small pocket when not in use, but no extra small bag is included. Folding up into a small pouch does not take much space in your luggage, unfolded as extra bag for souvenir or clothes when travelling leaves room for valuables in your suitcase, or used as a carry-on with decent size to fit under an airline seat or in the overhead bin in case you are overweight for a checked bag.The bag could be foldable into its own small pocket when not in use, but no extra small bag is included. Folding up into a small pouch does not take much space in your luggage, unfolded as extra bag for souvenir or clothes when travelling leaves room for valuables in your suitcase, or used as a carry-on with decent size to fit under an airline seat or in the overhead bin in case you are overweight for a checked bag.",₹,399,,₹,379,13,4,https://m.media-amazon.com/images/I/51MdwRD7oVL._SY300_SX300_.jpg,Shopiable Store Folding Storage Luggage Bag Travelling Shoulder Hand Bags Lightweight Waterproof Duffle Bag for Women (Pink),https://www.amazon.in/dp/B0B5VMZVXZ
B08ML7RWG6,GREENLANDS,"Padded laptop sleeve compatible upto 17"" size. Elasticated strap keeps laptop in place. Padded carry handle for firm yet comfortable grip to carry over long periods. Front easy access multi level organizer to keep knick-knacks organised. Lightweight, durable, water-resistant proudly “made in india” fabrics. 200 denier poly lining material in compartment separators. 300 denier poly oxford fabric for main body. 400 denier dobby hard-wearing fabric at bottom for minimal wear and tear. All fabrics water-resistant upto 80 min of 500 mm rainfall. N-toxic bpa free zipper. World’s best ykk assurance of smooth running and durable runner.Tested to 500 opening /closing cycles. Tensile strength holding upto 83 kg. Elasticated full fabric bottle/umbrella holder on both sides. No risk of tearing/cutting unlike mesh pockets. 8mm thick cushioning and fully ventilated padded back support for long term carrying comfort.Full 0.5 mm hdpe support in back provided stability and strength. ‘s’ shaped triple-layered triple-density foam padded shoulder strap, fully adjustable for customised fit depending on your height and contents in bag. All buckles of virgin hdpe proudly “made in india” . Easy to adjust bag with just a flick of the finger whatever be the weight tensile breakage strength tested to 65 kgs. 3-ply 210 denier 100% polyster thread used all across tensile breakage strength tested to 4 kg",₹,2049,,₹,1742,96,3.8,https://m.media-amazon.com/images/I/41l+bM46oEL._SY300_SX300_.jpg,"GREENLANDS 42 Litres Quad Backpack/Bag with Rain Cover for Travel, Upto 17” Laptop, School/College and Work Lightweight and Stylish Bag Men and Women- Light Grey",https://www.amazon.in/dp/B08ML7RWG6
B09ZV9MSFQ,Aristocrat,Spacious Laptop compatible backpack 2 Spacious Compartments Quick access front pocket Organizer Side Mesh & Fabric Pocket Shoulder strap re-enforcement Padded Grab Handle,₹,2180,,₹,669,64,3.8,https://m.media-amazon.com/images/I/41wzI1qj2XL._SX342_SY445_.jpg,Aristocrat Unisex Black Premium Poleyester Fabric 26L Laptop Bags,https://www.amazon.in/dp/B09ZV9MSFQ
B07FZCHTV8,Safari,"Explore and travel, you're the one who thrives on adventure, and the 'Safari PRISMA 4W' is your constant companion. Put on your sneakers, get out with friends, and take your bag with you. Spacious and light weight, its large, colour blocked interiors and a unique stand-out wheel design make it agile and easy to carry. Whether an overnight trip or a drive into the unknown, you know you've always got company. Expandable trolley, Internal garment section, Detailed interiors with corner guards.",₹,7100,,₹,2349,3480,4.2,https://m.media-amazon.com/images/I/41UtMaikenL._SY445_SX342_.jpg,"Safari Prisma Trolley Bags 55cms, Softside Polyester Travel Suitcases with Trolley, 4 Wheel Red  Small Cabin Luggage",https://www.amazon.in/dp/B07FZCHTV8
B07M5P5LW3,HARISSONS,,₹,3149,,₹,2929,1993,4.3,https://m.media-amazon.com/images/I/31jKbEvvJvL._SY300_SX300_.jpg,"HARISSONS Bags Vervo 15.6-inch Laptop/Travel/Casual Backpack for Men and Women with Rain Cover (Black, 40 Ltrs) | Quick Access Zippered Pocket, Detailed Organizers & a Detachable Key Chain Holder",https://www.amazon.in/dp/B07M5P5LW3
B084LFX8ZZ,FATMUG,,₹,2999,,₹,1599,2081,4.4,https://m.media-amazon.com/images/I/51z6BB4qXVL._SX300_SY300_QL70_FMwebp_.jpg,FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Light Grey Oxford Fabric),https://www.amazon.in/dp/B084LFX8ZZ
B0B21XTWRL,Skybags,A super sleek and casual 17 L daypack. Ideal for college student or a day tour. Big enough to carry all your essentials. Sleek enough to carry it with ease,₹,1560,,₹,579,92,3.6,https://m.media-amazon.com/images/I/41WOrq3VgEL._SX342_SY445_.jpg,Skybags Unisex Red Gucci Fabric 17L Backpacks,https://www.amazon.in/dp/B0B21XTWRL
B07D9D5284,Seute,,₹,3999,,₹,3199,892,4.5,https://m.media-amazon.com/images/I/41BeMIQYAzL._SX342_SY445_.jpg,"Seute Verdiater Backpack with USB Charging Port, 30L Laptop Bag with Shoe Compartments, Business Travel Backpack with 15.6 inch Laptop Pocket for Men, Women, College & Office (Grey & Black)",https://www.amazon.in/dp/B07D9D5284
B09XDW5LWD,URBAN TRIBE,"Front pocket compartment has a dedicated organizer which is a best solution to keep documents and accessories Rumble tiffin compartment is very user friendly as it is directly accessible & easy to pull out without opening the whole bag Dedicated tiffin compartment with a tiffin bag (L-9"" W-5"" H-5"") and two premium quality air- tight boxes Dedicated padded laptop compartment Ventilated back mesh padding with nice padded shoulder straps Premium quality runner & zippers Rain cover to make the backpack waterproof and ready for different weather condition.",₹,3999,,₹,2299,73,4.2,https://m.media-amazon.com/images/I/31jpWPylmxL._SX342_SY445_.jpg,"URBAN TRIBE Rumble 15.6"" Laptop Backpack/Bag | Office Bag for Men & Women | Rain Cover & Lunch Bag |",https://www.amazon.in/dp/B09XDW5LWD
B08YR63B9M,Lunar's,"Lunar's Laptop Travel Bag : A Spacious and durable laptop backpack for travel, casual usage, school / college / office and travel. Size: 19 inch X 13inch X 8.5 inch. Capacity: 35 liters. This travel bagpack is made of high grade water resistant polyester material that gives it strength and durable for long-term use. It carries 12 months warranty for any manufacturing defects. This “MAKE IN INDIA” Product features 2 large zippered compartments, padded laptop sleeve for upto 15.6"" laptops, internal organiser, 2 water bottle /umbrella pockets, padded handle, inbuilt raincover,3D air ventilated back panel for preventing sweat, heavy duty zippers and sliders, and adjustable straps. Ideal bag for boys, girls, men and women",₹,1999,,₹,849,1116,3.8,https://m.media-amazon.com/images/I/415RbqChgTL._SX342_SY445_.jpg,"Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",https://www.amazon.in/dp/B08YR63B9M
B09V7R98XC,MOKOBARA,,₹,9999,,₹,5999,675,4.5,https://m.media-amazon.com/images/I/316BBt8fpbL._SX342_SY445_.jpg,MOKOBARA The Transit Backpack Laptop Bag for Men and Women,https://www.amazon.in/dp/B09V7R98XC
B07H1BPCGQ,DZert,,₹,799,,₹,339,2461,3.8,https://m.media-amazon.com/images/I/41aVRwuvavL._SY300_SX300_.jpg,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Nevy Blue,https://www.amazon.in/dp/B07H1BPCGQ
B09WZKB54G,Bennett,,₹,1799,,₹,512,163,3.8,https://m.media-amazon.com/images/I/41GlSjeuQ8L._SX300_SY300_QL70_FMwebp_.jpg,"Bennett 15.6 inch Laptop Bag Men/Women, 25 L Water Resistant School/College Backpack with Padded Laptop Compartment for Dell/Lenovo/Asus/Hp/MacBook/Ultrabook/Thinkpad/IdeaPad (Blue)",https://www.amazon.in/dp/B09WZKB54G
B0BVJ526VS,The Clownfish,,₹,2499,,₹,751,141,4.4,https://m.media-amazon.com/images/I/51zmVeGA6ZL._SX342_SY445_.jpg,THE CLOWNFISH Cosmic Critters Series Printed Polyester 15 Litres Kids Backpack Unisex School Bag with Free Pencil Staionery Pouch Daypack Casual Backpack Picnic Bag for tiny tots boys & girls,https://www.amazon.in/dp/B0BVJ526VS
B0983QT1TM,URBAN TRIBE,,₹,1999,,₹,999,168,4.1,https://m.media-amazon.com/images/I/41ouQxm9KiS._SY300_SX300_.jpg,URBAN TRIBE Caprio Laptop Bag 15.6 inch | Office Bag for Men & Women | Laptop Sleeve Bag with Shoulder Strap | Blue,https://www.amazon.in/dp/B0983QT1TM
B07G4D13LB,Gear,,₹,1999,,₹,981,2696,4.4,https://m.media-amazon.com/images/I/41vV7WClq9L._SX300_SY300_QL70_FMwebp_.jpg,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,https://www.amazon.in/dp/B07G4D13LB
B0B7X2WB12,MOKOBARA,,₹,14999,,₹,8499,56,4.4,https://m.media-amazon.com/images/I/31-Rj4FAmgL._SX342_SY445_.jpg,"MOKOBARA The Overnighter Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women",https://www.amazon.in/dp/B0B7X2WB12
B08PC3FZWV,FATMUG,,₹,1699,,₹,1099,232,4.4,https://m.media-amazon.com/images/I/41B7CDYzwdL._SY300_SX300_.jpg,"FATMUG Sports Duffel Gym Bag for Men, Women with Wet Pocket and Shoe Compartment (Light Grey 32L)",https://www.amazon.in/dp/B08PC3FZWV
B0BZ4WCJHR,Ant Esports,,₹,2099,,₹,699,4,4,https://m.media-amazon.com/images/I/41WwfddTQgL._SX300_SY300_QL70_FMwebp_.jpg,"Ant Esports Knight Cobra 23, Large 38L Stylish unisex backpack with USB Charging Port, Earphone/Headphone Port, with rain protection cover and reflective strip, fits upto 17"" Laptop-Dynamic Blue",https://www.amazon.in/dp/B0BZ4WCJHR
B0BQYKTDCK,Brand: FUR JADEN,"The Perfect Laptop Backpack: This faux leather backpack is ideal for the storage of your gadgets. It has compartments dedicated for safekeeping of your laptop and other accessories such as tablets, keys, chargers, etc. Durable Build: This laptop bag is durable and sturdy in nature. It is made using premium faux leather which has a long life. The make of the bag is durable and can take weight upto 7Kgs easily. Water Resistant: This backpack is made from faux leather which is also water resistant in nature. This ensures that your belongings are safe in a light shower. However please note that no bag is ever waterproof as water can always seep in through the zips thus we recommend using a rain cover for 100% protection. Neat Storage: This laptop bag is equipped with multiple internal and external pockets that allow you to segregate your belongings and store them in a neat and organised manner. Organizer Pockets: This bag also has an accessible front zipped pocket. This is ideal for storing small necessities which need to be accessed regularly. It allows convenient accessibility. Comfortable Straps: Apart from having a dignified appearance and an extensive utility, this bag also offers comfort. It has padded shoulder straps that efficiently reduce the strain on your shoulders and back.",₹,3500,,₹,2199,102,4.5,https://m.media-amazon.com/images/I/41dT5uqE5RS._SX342_SY445_.jpg,"FUR JADEN Faux Leather 15.6 Inch Premium Laptop Backpack 32L with Internal Organizer, 2 Large Compartments",https://www.amazon.in/dp/B0BQYKTDCK
B0BMQ4D59H,Brand: Wesley,Laptop backpack,₹,1699,,₹,499,45,4.2,https://m.media-amazon.com/images/I/417Xn7t-pCL._SX300_SY300_QL70_FMwebp_.jpg,Wesley Ignite Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18.5 inches) (Compatible with 39.62cm(15.6inch laptop),https://www.amazon.in/dp/B0BMQ4D59H
B07H193V57,DZert,,₹,799,,₹,339,2461,3.8,https://m.media-amazon.com/images/I/41jmBK-ZhdL._SY300_SX300_.jpg,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Black,https://www.amazon.in/dp/B07H193V57
B0BR9W54MW,Brand: Nishi,,₹,899,,₹,355,38,2.9,https://m.media-amazon.com/images/I/41rvhO3+oxL._SY445_SX342_.jpg,"Nishi Medium Kids Backpack Waterproof Backpack, Girls & Women Stylish Trendy College, School & College Bag Black",https://www.amazon.in/dp/B0BR9W54MW
B097KCMQKG,Gear,"Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements.",₹,2799,,₹,644,411,4.3,https://m.media-amazon.com/images/I/319+DndZ7ZL._SY445_SX342_.jpg,Gear Parker 23L Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women - Black,https://www.amazon.in/dp/B097KCMQKG
B0BLC9MQHW,Brand: American Tourister,,₹,2180,,₹,1099,32,4,https://m.media-amazon.com/images/I/41hZl-kFzaL._SX342_SY445_.jpg,American Tourister BOUNCE CASUAL BACKPACK 28L POLYESTER RED,https://www.amazon.in/dp/B0BLC9MQHW
B098LVQRSL,Brand: OMRON BAGS,,₹,2599,,₹,599,46,4.1,https://m.media-amazon.com/images/I/51WuYZBltFS._SX342_SY445_.jpg,"OMRON BAGS Laptop Backpack With USB Charging Port, Water Resistant with College Computer Bag for Men & Women (Dark Grey)",https://www.amazon.in/dp/B098LVQRSL
B08D7DTWLF,COSMUS,,₹,2669,,₹,1328,1406,4.2,https://m.media-amazon.com/images/I/41KY9qXBMNL._SX300_SY300_QL70_FMwebp_.jpg,Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Dark Grey College Bag,https://www.amazon.in/dp/B08D7DTWLF
B08D76PV8B,Gear,The product will be an excellent pick for you. It ensures an easy maintenance.,₹,899,,₹,386,1783,3.9,https://m.media-amazon.com/images/I/41M6nEDgoML._SY445_SX342_.jpg,Gear Superior 16L Water Resistant School Bag//Backpack/College Bag for Men/Women - Orange Black,https://www.amazon.in/dp/B08D76PV8B
B09WMQ4Y7H,Brand: AmazonBasics,,₹,3599,,₹,559,56,3.6,https://m.media-amazon.com/images/I/41hIB9dtsqL._SY300_SX300_QL70_FMwebp_.jpg,"Amazon Basics- Laptop Messenger Bag for 13.3-Inch, 14-Inch, 15.6 -Inch Laptop Bag for Men and Women",https://www.amazon.in/dp/B09WMQ4Y7H
B0BHJD7TGB,Brand: Swiss Military,">Swiss Military Polyester Soft Roller Case| Separate Compartment to Keep Files & Folders | Quick Access Pockets |23 Ltrs Storage (LTB4A, Black)Laptop compartment fits most 15.6 wide screens;Interior zippered pocket to protect laptop Spacious organizer compartment includes keychains, phone, ID, MP3 player pocket pen holders and moreOuter Material: Polyester, Color: BlackOuter Material: Polyester, Color: BlackLook: Spacious overnight compartment fits clothes easily. Personal detail facility on the reverse side;Materials: Unique ABS Plastic + Moulded polyester shell, Smooth Zip.Look: Spacious overnight compartment fits clothes easily. Personal detail facility on the reverse side;Materials: Unique ABS Plastic + Moulded polyester shell, Smooth Zip.Wear-Resistant: YesWear-Resistant: YesMeasurement: Weight: 1.68 KG; Vol: 23 Ltr: Dimensions: 44 cms x 17 cms x 31 cms (LxWxH)Measurement: Weight: 1.68 KG; Vol: 23 Ltr: Dimensions: 44 cms x 17 cms x 31 cms (LxWxH)",₹,5490,,₹,3240,9,3,https://m.media-amazon.com/images/I/41GVhorsHiL._SX300_SY300_QL70_FMwebp_.jpg,"Swiss Military Polyester Soft Roller Case, Laptop Roller Case, 23 Ltrs Laptop Trolley Bag, LTB4A Black Color",https://www.amazon.in/dp/B0BHJD7TGB
B0B7DT6HY3,Martucci,,₹,1799,,₹,746,1196,4,https://m.media-amazon.com/images/I/41R3InyjZGL._SY445_SX342_.jpg,Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,https://www.amazon.in/dp/B0B7DT6HY3
B08B6F3X7V,Brand: Wesley,,₹,1199,,₹,499,761,4.2,https://m.media-amazon.com/images/I/41H4YsIdxDL._SX300_SY300_QL70_FMwebp_.jpg,Wesley Matrix 15.6 inch 35L Casual Waterproof Laptop Backpack/Office Bag/College Bag/Business Bag/Unisex Travel Backpack (Navy Blue),https://www.amazon.in/dp/B08B6F3X7V
B0C5HLBY7D,Brand: Dybbuk,"Northzone 25L Backpack is the ideal school/college/travel bag for your daily needs. It has 3 large compartments, 1 front zippered pocket, 1 side water bottle holder. An anti-theft internal organiser helps to secure your cables, keys and other valuable items. Padded shoulder straps and back panel ease the weight of heavier loads. Top-mounted, padded handle and reinforced haul loop for quick grab Use : College Bag, School Bag, Casual Bag, Stylish Bag, Daily use.",₹,1599,,₹,399,1,3,https://m.media-amazon.com/images/I/41DFcEJw9QL._SX342_SY445_.jpg,Dybbuk 25 Ltrs Laptop Backpack for Office & Travel Use for Men & Women | Water Resistance Bag | Fit Up to 15.6-inch Laptop,https://www.amazon.in/dp/B0C5HLBY7D
B08SWGFBNT,PALAY,,₹,818,,₹,569,766,4.4,https://m.media-amazon.com/images/I/41aPmwMiHaL._SY300_SX300_.jpg,"Palay Waist Bag For Unisex With Adjustable Strap, Waterproof Fanny Pack Stylish Chest Bag Bum Bag With 4-Zipper Pockets For Travel Party Festival Running Hiking",https://www.amazon.in/dp/B08SWGFBNT
B0BVRJYD9Q,ADISA,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.",₹,1799,,₹,599,37,3.7,https://m.media-amazon.com/images/I/51Q1+KQQCGL._SY300_SX300_.jpg,ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy),https://www.amazon.in/dp/B0BVRJYD9Q
B08J8L13V5,Amazon Brand - Solimo,,₹,1800,,₹,849,64,4.3,https://m.media-amazon.com/images/I/31x73HXlp1L._SX300_SY300_QL70_FMwebp_.jpg,"Amazon Brand - Solimo Cricket Kit Bag, Black",https://www.amazon.in/dp/B08J8L13V5
B09KVBSG61,Wooum,,₹,1299,,₹,418,511,4.2,https://m.media-amazon.com/images/I/41HPiRK-UzL._SX300_SY300_.jpg,"Wooum Polyester 23 cms Gym Bag Sport Outdoor Bag, Shoulder Bag Side Bag with Separate Shoes Compartment Water Resistance - Dark Grey",https://www.amazon.in/dp/B09KVBSG61
B01JGD0FYM,F Gear,"Here Comes A Bag That Fits With Your Unique Style And Utility Requirement Perfectly. Ergonomically Designed With A Super Tough Padded Base. This F Gear Backpack Is Spacious, Lightweight And Easy To Carry. It Is an Ideal Backpack for Daily Use, Office, School, College, and Travel Etc. Comes with the F Gear promise of quality.",₹,1000,,₹,699,272,3.9,https://m.media-amazon.com/images/I/31XQ0GjKJ2L._SY445_SX342_.jpg,F Gear Bi Frost 47 cms Casual Laptop Backpack (2472) - Grey,https://www.amazon.in/dp/B01JGD0FYM
B07PVQ9YXJ,HAMMONDS FLYCATCHER,,₹,10999,,₹,5654,49,4.3,https://m.media-amazon.com/images/I/5139eN8gAfL._SY300_SX300_.jpg,HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Office Bag - Fits 14/15.6/16 Inch Laptop/MacBook -Brown Messenger Bag -Shoulder Bag & Backpack -Water Resistant - Executive Hand Bag for Office,https://www.amazon.in/dp/B07PVQ9YXJ
B09BVSNMS2,WALKENT,,₹,4990,,₹,2590,69,4.2,https://m.media-amazon.com/images/I/41d1sYCs6fL._SX300_SY300_QL70_FMwebp_.jpg,"ARCTIC HUNTER 15.6"" Laptop Bag (Flair) Anti-Theft Built-in Combination Lock, Side Bottle Pockets, Expandable, Waterproof for Office College Men Women",https://www.amazon.in/dp/B09BVSNMS2
B07MXNWTB2,Lavie,This trendy Red tote from Lavie is an absolute necessity. It has a woven pattern for a twigged Indian appeal. Fuse it with your favourite denims and heels.,₹,3299,,₹,999,7882,4.2,https://m.media-amazon.com/images/I/41pIShJzyJS._SY395_SX395_.jpg,Lavie Women's Nova Tote Bag | Ladies Purse Handbag,https://www.amazon.in/dp/B07MXNWTB2
